set,indice
train,2539
train,22966
train,49888
train,31153
train,12627
train,34413
train,23279
train,55181
train,48166
train,50358
train,23287
train,8955
train,32387
train,55678
train,46744
train,41596
train,49530
train,10394
train,1346
train,18922
train,20320
train,25433
train,17281
train,48035
train,38465
train,31578
train,47586
train,39780
train,31261
train,5416
train,9605
train,47278
train,18054
train,39954
train,47292
train,13175
train,16889
train,18363
train,21600
train,20995
train,48375
train,22191
train,19856
train,44878
train,61808
train,23082
train,31693
train,53518
train,23170
train,27892
train,16637
train,20840
train,505
train,35058
train,31482
train,21044
train,2815
train,48908
train,28645
train,57451
train,47266
train,43325
train,10011
train,46092
train,11977
train,13870
train,9122
train,29810
train,8128
train,44428
train,7858
train,16833
train,23873
train,61560
train,21150
train,17053
train,35374
train,31020
train,49833
train,6496
train,15562
train,6834
train,58957
train,43638
train,16218
train,56920
train,46753
train,59492
train,50106
train,47931
train,55979
train,8460
train,22599
train,46314
train,56378
train,36389
train,36415
train,54346
train,33868
train,54257
train,56923
train,58126
train,55056
train,60095
train,1653
train,39855
train,33243
train,29719
train,52081
train,31672
train,3740
train,19861
train,41474
train,56773
train,58552
train,20754
train,28149
train,12124
train,21081
train,55285
train,24014
train,53719
train,47413
train,51552
train,27123
train,62029
train,18847
train,8635
train,6363
train,60836
train,38290
train,7445
train,4158
train,3140
train,57486
train,11607
train,43784
train,44970
train,26731
train,55208
train,31837
train,29002
train,10539
train,53159
train,23962
train,859
train,62131
train,7603
train,57875
train,17873
train,12007
train,13032
train,14452
train,43212
train,55477
train,44567
train,1598
train,31204
train,24479
train,5778
train,10707
train,29501
train,7333
train,55055
train,61224
train,44281
train,10719
train,20678
train,4105
train,9396
train,47369
train,58524
train,47130
train,36966
train,15648
train,46650
train,28793
train,48736
train,33928
train,42291
train,2426
train,1328
train,10661
train,34393
train,13551
train,37532
train,28019
train,46592
train,43883
train,58085
train,32482
train,4854
train,55814
train,59006
train,1237
train,58705
train,25078
train,59067
train,57851
train,2124
train,45484
train,39603
train,59980
train,8154
train,53796
train,38523
train,14471
train,20613
train,58619
train,17858
train,6316
train,38055
train,46527
train,56518
train,56252
train,42472
train,33065
train,4930
train,53544
train,41153
train,44653
train,21319
train,32294
train,17423
train,49614
train,32276
train,35897
train,56259
train,9276
train,15950
train,4485
train,34536
train,5110
train,4941
train,15454
train,28648
train,20581
train,25848
train,51383
train,24252
train,45057
train,12807
train,4743
train,7437
train,17626
train,10078
train,8125
train,4058
train,6608
train,4005
train,38235
train,157
train,61875
train,45434
train,43508
train,32090
train,60843
train,23853
train,51409
train,43231
train,33697
train,57821
train,9328
train,60040
train,57889
train,50500
train,32152
train,13702
train,30540
train,60438
train,57428
train,34482
train,11887
train,17808
train,37662
train,39872
train,50564
train,8041
train,47887
train,51884
train,4350
train,40327
train,53538
train,9412
train,24790
train,18076
train,19967
train,10889
train,24694
train,15571
train,9070
train,11156
train,4137
train,32332
train,10353
train,35805
train,32908
train,43470
train,16238
train,42054
train,27504
train,180
train,1275
train,8563
train,56975
train,16007
train,46406
train,10343
train,33361
train,41583
train,4778
train,12668
train,22768
train,58153
train,59448
train,24371
train,23228
train,9650
train,13128
train,27994
train,56610
train,61404
train,49975
train,32265
train,49943
train,38710
train,7253
train,6652
train,44007
train,23542
train,9874
train,51630
train,43234
train,42294
train,56035
train,42943
train,27061
train,3665
train,21525
train,16236
train,53281
train,45868
train,54470
train,61012
train,36800
train,6967
train,36576
train,15933
train,10059
train,25720
train,53958
train,19322
train,10778
train,39464
train,54146
train,8685
train,54668
train,18559
train,58170
train,35776
train,26868
train,42559
train,57917
train,53307
train,47986
train,31936
train,22277
train,14089
train,59311
train,52448
train,30881
train,58995
train,29836
train,38644
train,6103
train,40186
train,34917
train,30691
train,8785
train,30651
train,59267
train,8362
train,27912
train,15230
train,9289
train,17750
train,821
train,44918
train,47518
train,26640
train,39024
train,2583
train,46129
train,44640
train,30968
train,51368
train,18527
train,15880
train,61667
train,54724
train,11766
train,21718
train,17774
train,29593
train,40570
train,40755
train,56946
train,17403
train,12683
train,61246
train,57702
train,52680
train,39683
train,6663
train,16998
train,16944
train,59084
train,2646
train,44599
train,21008
train,14126
train,13024
train,5554
train,21722
train,25507
train,2615
train,56361
train,7648
train,8127
train,53649
train,17054
train,11306
train,23656
train,29756
train,46394
train,37618
train,11796
train,19135
train,6858
train,39591
train,39122
train,21297
train,32219
train,11930
train,48582
train,34759
train,11021
train,33800
train,17570
train,2432
train,2722
train,12308
train,30420
train,57530
train,59172
train,33543
train,41728
train,13195
train,19809
train,35740
train,28540
train,60621
train,38562
train,7197
train,25508
train,18064
train,8428
train,9420
train,17445
train,48985
train,13427
train,32215
train,33879
train,37860
train,58158
train,61621
train,39866
train,16413
train,16965
train,27913
train,428
train,48168
train,46038
train,37955
train,57004
train,19904
train,58312
train,22344
train,14585
train,52771
train,3880
train,22781
train,39218
train,48570
train,4296
train,28137
train,58990
train,48918
train,29414
train,16991
train,4805
train,33404
train,17905
train,30921
train,43976
train,38877
train,19163
train,9145
train,24338
train,15538
train,20276
train,50348
train,35335
train,10741
train,50399
train,6961
train,54596
train,6300
train,45594
train,45197
train,18468
train,12240
train,35798
train,54662
train,56373
train,55704
train,60469
train,14874
train,12153
train,22422
train,31530
train,8007
train,13657
train,26195
train,33845
train,49872
train,40523
train,54109
train,46772
train,47564
train,55873
train,4304
train,50424
train,31840
train,25857
train,14442
train,55062
train,43599
train,42927
train,45635
train,17361
train,41820
train,59776
train,32658
train,8304
train,53280
train,25029
train,7159
train,16425
train,38725
train,50916
train,41649
train,55357
train,14276
train,53014
train,27201
train,7455
train,51707
train,55714
train,11283
train,1180
train,1323
train,7942
train,52775
train,26338
train,7021
train,55499
train,21548
train,16802
train,14905
train,47773
train,30038
train,24863
train,45351
train,8605
train,5653
train,45531
train,27414
train,24683
train,62133
train,23562
train,18719
train,23564
train,42118
train,52376
train,4673
train,34376
train,14623
train,576
train,34105
train,45294
train,27880
train,21309
train,30275
train,40587
train,57759
train,23032
train,57078
train,43506
train,45487
train,13291
train,5154
train,3677
train,3083
train,15334
train,41580
train,25553
train,17872
train,46660
train,56596
train,21290
train,1112
train,10359
train,4824
train,55321
train,7933
train,18109
train,40042
train,21347
train,11926
train,34816
train,6245
train,13487
train,10142
train,20768
train,29178
train,24712
train,26407
train,28462
train,5317
train,40782
train,42719
train,54756
train,1070
train,29418
train,30212
train,4802
train,53767
train,52039
train,39920
train,30888
train,29444
train,49285
train,9929
train,45449
train,24102
train,40838
train,19985
train,7379
train,15463
train,16727
train,48288
train,6355
train,29661
train,49364
train,22038
train,15025
train,54870
train,46743
train,24033
train,44893
train,17412
train,6278
train,38492
train,26582
train,42339
train,19698
train,13153
train,10130
train,1170
train,17860
train,56819
train,59845
train,42288
train,33625
train,61352
train,19891
train,15773
train,27193
train,34326
train,61553
train,37241
train,27650
train,35131
train,46613
train,21567
train,21675
train,18493
train,9284
train,8720
train,7506
train,9705
train,55982
train,42734
train,56971
train,46792
train,38026
train,24200
train,13751
train,42125
train,62057
train,55973
train,7132
train,46471
train,9119
train,53776
train,11234
train,50629
train,46768
train,27847
train,44902
train,8381
train,34249
train,29923
train,42605
train,22632
train,6137
train,62041
train,39060
train,30486
train,30306
train,47610
train,16929
train,55700
train,25526
train,365
train,60020
train,29345
train,30012
train,7972
train,29211
train,19568
train,54943
train,26858
train,3265
train,3698
train,9189
train,56220
train,55296
train,53934
train,30298
train,51179
train,39870
train,4443
train,40906
train,11924
train,52461
train,9769
train,45894
train,31024
train,2977
train,41375
train,50513
train,29957
train,47516
train,3134
train,10973
train,60757
train,58343
train,8375
train,55556
train,38554
train,37607
train,53098
train,39337
train,41389
train,5600
train,27707
train,44224
train,21041
train,46430
train,33278
train,12589
train,41135
train,56625
train,37055
train,57174
train,44871
train,60718
train,58778
train,50610
train,46939
train,30417
train,13283
train,51904
train,46285
train,59300
train,28140
train,51160
train,38051
train,30128
train,1914
train,43967
train,8295
train,53557
train,26646
train,17640
train,44582
train,9994
train,50982
train,36824
train,14898
train,6438
train,42236
train,16531
train,1402
train,2841
train,30819
train,21450
train,59070
train,55652
train,33938
train,46701
train,30287
train,18251
train,12796
train,15580
train,23569
train,48149
train,23723
train,27627
train,26436
train,15328
train,34321
train,16487
train,29186
train,50475
train,61702
train,28708
train,57306
train,16854
train,57680
train,35499
train,24417
train,24121
train,26014
train,34586
train,55568
train,38839
train,46376
train,12241
train,3366
train,37376
train,36551
train,55641
train,35399
train,59439
train,17159
train,4643
train,52454
train,12395
train,21497
train,51880
train,58979
train,51622
train,10589
train,53586
train,21584
train,55330
train,9051
train,55348
train,13966
train,7223
train,56969
train,14173
train,42487
train,25387
train,39191
train,11937
train,2772
train,43408
train,25303
train,17698
train,2075
train,4215
train,49317
train,22449
train,52975
train,35446
train,51621
train,15868
train,24813
train,60620
train,12534
train,21254
train,8166
train,37794
train,38373
train,28276
train,59989
train,27324
train,21358
train,13270
train,60091
train,58264
train,11159
train,9644
train,3894
train,3998
train,25004
train,16750
train,24012
train,55922
train,33851
train,28033
train,60015
train,49022
train,54282
train,29205
train,16880
train,46496
train,25772
train,3977
train,15836
train,15242
train,23682
train,21119
train,47659
train,61719
train,55002
train,31054
train,5342
train,57208
train,13935
train,33615
train,14584
train,34282
train,9064
train,34464
train,59748
train,9707
train,18757
train,11284
train,55967
train,53485
train,41278
train,5201
train,19397
train,38295
train,57634
train,96
train,28583
train,6844
train,8303
train,5989
train,37546
train,445
train,34501
train,39552
train,1374
train,42983
train,9225
train,21944
train,38670
train,33905
train,1023
train,16629
train,46368
train,48003
train,10923
train,45252
train,42041
train,50100
train,51610
train,59635
train,26043
train,25631
train,5770
train,59090
train,30037
train,20976
train,27804
train,60907
train,47069
train,28616
train,6719
train,9984
train,2881
train,50189
train,1907
train,34063
train,21324
train,43223
train,27697
train,56514
train,6120
train,1283
train,49019
train,21929
train,47750
train,25594
